config,base_k,boosted_k,scale,provisional_fights,model,fold,n,log_loss,brier_score,accuracy,roc_auc
provisional_9,32.0,64.0,400.0,9,elo,2011-01-01→2014-01-01,1004,0.6845094357414466,0.24577088632678545,0.5617529880478087,0.5415471887591865
provisional_9,32.0,64.0,400.0,9,win_rate,2014-01-01→2017-01-01,1441,1.314014813501889,0.2711753928717282,0.5787647467036781,0.5410734261668678
provisional_9,32.0,64.0,400.0,9,elo,2014-01-01→2017-01-01,1441,0.676283209629778,0.2417653894951636,0.5815405968077724,0.5673116632652652
provisional_9,32.0,64.0,400.0,9,win_rate,2017-01-01→2020-01-01,1421,1.1300523625752907,0.26421554268140807,0.5496129486277269,0.5434029659061265
provisional_9,32.0,64.0,400.0,9,elo,2017-01-01→2020-01-01,1421,0.6911174022245244,0.2489800195400653,0.5320197044334976,0.5312343226376096
provisional_9,32.0,64.0,400.0,9,win_rate,2020-01-01→2023-01-01,1447,1.2016754453058385,0.26447803562577415,0.5888044229440221,0.5624161936593952
provisional_9,32.0,64.0,400.0,9,elo,2020-01-01→2023-01-01,1447,0.6788343141325279,0.24289153932000535,0.5777470628887353,0.5690326918893263
provisional_9,32.0,64.0,400.0,9,win_rate,2023-01-01→2026-01-01,1532,1.1522795115001245,0.26001945524702086,0.5900783289817232,0.5933852106487196
provisional_9,32.0,64.0,400.0,9,elo,2023-01-01→2026-01-01,1532,0.6798991132570587,0.24358830488659045,0.5469973890339426,0.5672718828288619
provisional_9,32.0,64.0,400.0,9,win_rate,2026-01-01→2029-01-01,387,1.150380571083884,0.25719553802787176,0.6046511627906976,0.6153098157852088
provisional_9,32.0,64.0,400.0,9,elo,2026-01-01→2029-01-01,387,0.6858606845989954,0.24605268530946772,0.5710594315245479,0.5624493544379018
provisional_9,32.0,64.0,400.0,9,win_rate,pooled test,7232,1.1962486200919973,0.2645095654909779,0.5777101769911505,0.5628423515462062
provisional_9,32.0,64.0,400.0,9,elo,pooled test,7232,0.6821288974172242,0.2445799548669973,0.5604258849557522,0.5558239120367919
