fight_id,date,fighter_id,opponent_id,division,result,career_fights_before,is_debut,is_division_change,k_factor,rating_updated,days_since_last_fight,recency_factor,expected_score,rating_before,rating_after
88945d70ee6c6467,1995-07-14,b361180739bed4b0,c933d423ebdbbbdb,Open Weight,W,2,False,False,64.0,True,0,1.0,0.5027393749552949,1501.9035317291841,1533.7282117320453
88945d70ee6c6467,1995-07-14,c933d423ebdbbbdb,b361180739bed4b0,Open Weight,L,0,True,False,64.0,True,0,1.0,0.49726062504470514,1500.0,1468.1753199971388
8e03db41687d9132,1995-07-14,3e03cec9767d37e6,dedc3bb440d09554,Open Weight,L,0,True,False,64.0,True,0,1.0,0.5821129126788012,1500.0,1462.7447735885567
8e03db41687d9132,1995-07-14,dedc3bb440d09554,3e03cec9767d37e6,Open Weight,W,2,False,False,64.0,True,0,1.0,0.41788708732119884,1442.4206874345405,1479.6759138459838
b297c3e938e1005e,1995-07-14,237187ed9f419285,a6a9ab5a824e8f66,Open Weight,L,0,True,False,64.0,True,0,1.0,0.5,1500.0,1468.0
b297c3e938e1005e,1995-07-14,a6a9ab5a824e8f66,237187ed9f419285,Open Weight,W,0,True,False,64.0,True,0,1.0,0.5,1500.0,1532.0
d62aec55bc142346,1995-07-14,63b65af1c5cb02cb,c670aa48827d6be6,,W,3,False,False,32.0,True,98,0.9545698373502314,0.47813722292592403,1559.291063667457,1575.9906725338274
d62aec55bc142346,1995-07-14,c670aa48827d6be6,63b65af1c5cb02cb,,L,6,False,False,32.0,True,98,0.9545698373502314,0.521862777074076,1574.4925701617212,1557.7929612953508
e2b32e1683a566af,1995-07-14,02d276b7d62b3472,46c8ec317aff28ac,Open Weight,L,0,True,False,64.0,True,0,1.0,0.44109561864680813,1500.0,1471.7698804066042
e2b32e1683a566af,1995-07-14,46c8ec317aff28ac,02d276b7d62b3472,Open Weight,W,4,False,False,32.0,True,490,0.7925716554455546,0.5589043813531919,1541.1219080564754,1555.2369678531732
3932f8e9a74f3d11,1995-09-08,1dc56b59cb28425d,63b65af1c5cb02cb,,D,5,False,False,32.0,True,56,0.9737815617380245,0.4884396923594134,1565.9639594427115,1566.3338892872102
3932f8e9a74f3d11,1995-09-08,63b65af1c5cb02cb,1dc56b59cb28425d,,D,4,False,False,32.0,True,56,0.9737815617380245,0.5115603076405866,1573.9983157775132,1573.6283859330144
4b334c9727eee450,1995-09-08,304fcd812f12c589,a6a9ab5a824e8f66,Open Weight,L,0,True,False,64.0,True,0,1.0,0.4552755593750334,1500.0,1470.862364199998
4b334c9727eee450,1995-09-08,a6a9ab5a824e8f66,304fcd812f12c589,Open Weight,W,1,False,False,64.0,True,56,0.9737815617380245,0.5447244406249666,1531.1610099756167,1560.2986457756188
62bb4ea8bf86790c,1995-09-08,07a18ae55dfc3cd9,18524b46c570730b,Open Weight,W,2,False,False,64.0,True,56,0.9737815617380245,0.5041185796408716,1502.8619469877242,1534.5983578907085
62bb4ea8bf86790c,1995-09-08,18524b46c570730b,07a18ae55dfc3cd9,Open Weight,L,0,True,False,64.0,True,0,1.0,0.4958814203591284,1500.0,1468.2635890970157
869d753568a114a6,1995-09-08,07a18ae55dfc3cd9,30cd319d39ee689b,Open Weight,W,3,False,False,32.0,True,0,1.0,0.5496271039108002,1534.5983578907085,1549.0102905655629
869d753568a114a6,1995-09-08,30cd319d39ee689b,07a18ae55dfc3cd9,Open Weight,L,0,True,False,64.0,True,0,1.0,0.45037289608919984,1500.0,1471.1761346502913
99d98a2d278bfa1f,1995-09-08,597db668b01c442c,749685d24e2cac50,Open Weight,W,0,True,False,64.0,True,0,1.0,0.4585934464972299,1500.0,1534.6500194241773
99d98a2d278bfa1f,1995-09-08,749685d24e2cac50,597db668b01c442c,Open Weight,L,3,False,False,32.0,True,546,0.7717916644290637,0.5414065535027701,1528.8382656973013,1511.5132559852127
9ebb7bba0b45d517,1995-09-08,46f11d15c0134fe3,597db668b01c442c,Open Weight,L,1,False,False,64.0,True,154,0.9295425070029204,0.40837439966416955,1470.2546397759065,1444.1186781973997
9ebb7bba0b45d517,1995-09-08,597db668b01c442c,46f11d15c0134fe3,Open Weight,W,1,False,False,64.0,True,0,1.0,0.5916256003358304,1534.6500194241773,1560.7859810026841
e4fe950846b51bdf,1995-09-08,96d173b7f92aa520,d3b5ad3b15a64a18,Open Weight,W,0,True,False,64.0,True,0,1.0,0.5,1500.0,1532.0
e4fe950846b51bdf,1995-09-08,d3b5ad3b15a64a18,96d173b7f92aa520,Open Weight,L,0,True,False,64.0,True,0,1.0,0.5,1500.0,1468.0
e7ca291dd8f5661b,1995-09-08,07a18ae55dfc3cd9,597db668b01c442c,,L,4,False,False,32.0,True,0,1.0,0.48305990533990706,1549.0102905655629,1533.5523735946858
e7ca291dd8f5661b,1995-09-08,597db668b01c442c,07a18ae55dfc3cd9,,W,2,False,False,64.0,True,0,1.0,0.5169400946600929,1560.7859810026841,1591.7018149444382
e9ce3a28eeb83905,1995-09-08,3f24c96753dbd9f9,5af480a3b2e1726b,Open Weight,W,0,True,False,64.0,True,0,1.0,0.5,1500.0,1532.0
e9ce3a28eeb83905,1995-09-08,5af480a3b2e1726b,3f24c96753dbd9f9,Open Weight,L,0,True,False,64.0,True,0,1.0,0.5,1500.0,1468.0
ef2ccb690dcd943f,1995-09-08,6a0b80a24f22e152,749685d24e2cac50,Open Weight,L,0,True,False,64.0,True,0,1.0,0.48343715493892747,1500.0,1469.0600220839087
ef2ccb690dcd943f,1995-09-08,749685d24e2cac50,6a0b80a24f22e152,Open Weight,W,4,False,False,32.0,True,0,1.0,0.5165628450610725,1511.5132559852127,1526.9832449432583
fcf632627ce40195,1995-09-08,18524b46c570730b,a2b06ca02bca14c0,Open Weight,W,1,False,False,64.0,True,0,1.0,0.45092737789485926,1468.2635890970157,1503.4042369117446
fcf632627ce40195,1995-09-08,a2b06ca02bca14c0,18524b46c570730b,Open Weight,L,2,False,False,64.0,True,364,0.8413952498235093,0.5490726221051407,1502.4728632121767,1467.3322153974477
0d872527bbb3cd40,1995-12-16,b361180739bed4b0,c670aa48827d6be6,Open Weight,L,3,False,False,32.0,True,155,0.9291016055990363,0.46786773634305356,1531.3369356742276,1516.36516811125
0d872527bbb3cd40,1995-12-16,c670aa48827d6be6,b361180739bed4b0,Open Weight,W,7,False,False,32.0,True,155,0.9291016055990363,0.5321322636569464,1553.6955331318334,1568.667300694811
3e39aac3e15d75bd,1995-12-16,597db668b01c442c,bf12aca029bfcc47,Open Weight,W,3,False,False,32.0,True,99,0.9541170649614247,0.5799637652579958,1587.494266526423,1600.9354260381672
3e39aac3e15d75bd,1995-12-16,bf12aca029bfcc47,597db668b01c442c,Open Weight,L,3,False,False,32.0,True,365,0.8409961585026996,0.42003623474200424,1531.448624934096,1518.0074654223517
524b49a676498c6d,1995-12-16,1dc56b59cb28425d,c670aa48827d6be6,,L,6,False,False,32.0,True,99,0.9541170649614247,0.492262485601491,1563.2902957541892,1547.5378962149414
524b49a676498c6d,1995-12-16,c670aa48827d6be6,1dc56b59cb28425d,,W,8,False,False,32.0,True,0,1.0,0.507737514398509,1568.667300694811,1584.4197002340588
6449a1a9a69a830c,1995-12-16,19ffeb5e3fffd6d5,3f24c96753dbd9f9,Open Weight,W,2,False,False,64.0,True,253,0.8868923685385111,0.4546884464060111,1498.9594339653659,1533.8593733953812
6449a1a9a69a830c,1995-12-16,3f24c96753dbd9f9,19ffeb5e3fffd6d5,Open Weight,L,1,False,False,64.0,True,99,0.9541170649614247,0.545311553593989,1530.5317460787655,1495.6318066487502
6b0430e9c97afec7,1995-12-16,ad047e3073a775f3,b361180739bed4b0,Open Weight,L,2,False,False,64.0,True,365,0.8409961585026996,0.5485975544101589,1550.2411519443933,1515.1309084621432
6b0430e9c97afec7,1995-12-16,b361180739bed4b0,ad047e3073a775f3,Open Weight,W,4,False,False,32.0,True,0,1.0,0.4514024455898411,1516.36516811125,1533.920289852375
717f3c3932279196,1995-12-16,1dc56b59cb28425d,597db668b01c442c,Open Weight,W,7,False,False,32.0,True,0,1.0,0.42375416219916495,1547.5378962149414,1565.977763024568
717f3c3932279196,1995-12-16,597db668b01c442c,1dc56b59cb28425d,Open Weight,L,4,False,False,32.0,True,0,1.0,0.576245837800835,1600.9354260381672,1582.4955592285405
7ffcc3a72e082ace,1995-12-16,02fc8f50f56eb307,18524b46c570730b,Open Weight,L,0,True,False,64.0,True,0,1.0,0.4953258301008826,1500.0,1468.2991468735436
7ffcc3a72e082ace,1995-12-16,18524b46c570730b,02fc8f50f56eb307,Open Weight,W,2,False,False,64.0,True,99,0.9541170649614247,0.5046741698991174,1503.2480405306671,1534.9488936571236
8cc976ee1a123fb8,1995-12-16,07a18ae55dfc3cd9,c670aa48827d6be6,Open Weight,L,5,False,False,32.0,True,99,0.9541170649614247,0.4251473732393455,1532.012892216651,1518.4081762729918
8cc976ee1a123fb8,1995-12-16,c670aa48827d6be6,07a18ae55dfc3cd9,Open Weight,W,9,False,False,32.0,True,0,1.0,0.5748526267606545,1584.4197002340588,1598.024416177718
d45f9dfdb75a640f,1995-12-16,1dc56b59cb28425d,9fd1f08dd4aec14a,Open Weight,W,8,False,False,32.0,True,0,1.0,0.5632418832845494,1565.977763024568,1579.9540227594625
d45f9dfdb75a640f,1995-12-16,9fd1f08dd4aec14a,1dc56b59cb28425d,Open Weight,L,4,False,False,32.0,True,155,0.9291016055990363,0.4367581167154506,1521.796180109404,1507.8199203745096
16b4a0b06427f1ac,1996-02-16,08ae5cd9aef7ddd3,63b65af1c5cb02cb,,L,1,False,False,64.0,True,525,0.7795195357118436,0.37791908003287056,1481.634572559889,1457.4477514377852
16b4a0b06427f1ac,1996-02-16,63b65af1c5cb02cb,08ae5cd9aef7ddd3,,W,5,False,False,32.0,True,161,0.926460585409004,0.6220809199671294,1568.2137975342207,1580.3072080952725
16cb0064575e2b0b,1996-02-16,07a18ae55dfc3cd9,df85d6ec3493d120,Open Weight,W,6,False,False,32.0,True,62,0.971013536422243,0.5257009292151881,1517.8745883419217,1533.0521586070356
16cb0064575e2b0b,1996-02-16,df85d6ec3493d120,07a18ae55dfc3cd9,Open Weight,L,0,True,False,64.0,True,0,1.0,0.4742990707848119,1500.0,1469.644859469772
3cf6583153078f8f,1996-02-16,271fe91f4ba9d2c5,ea398c802d9998ee,Open Weight,W,0,True,False,64.0,True,0,1.0,0.5,1500.0,1532.0
3cf6583153078f8f,1996-02-16,ea398c802d9998ee,271fe91f4ba9d2c5,Open Weight,L,0,True,False,64.0,True,0,1.0,0.5,1500.0,1468.0
5701dbbbfa4f8313,1996-02-16,0e9869d712e81f8f,f62850b3c7480db9,Open Weight,W,0,True,False,64.0,True,0,1.0,0.5,1500.0,1532.0
5701dbbbfa4f8313,1996-02-16,f62850b3c7480db9,0e9869d712e81f8f,Open Weight,L,0,True,False,64.0,True,0,1.0,0.5,1500.0,1468.0
8312985b75241b06,1996-02-16,440c9dbab63528fb,fbbde91f7bc2d3c5,Open Weight,L,0,True,False,64.0,True,0,1.0,0.5,1500.0,1468.0
